review,rating
ok,5
"Indians are stealing money from other Indians. Rapido captain are a perfect example of this. Don’t do Rapido rides Uber is better: fair pricing, better rides, and better incentives. If you want to work with Rapido, do only food orders or package deliveries.",1
Good experience,4
this app is More gambling.. frod ...,1
best earning application 😄,5
rapido not safe do not save price is low,1
osm,5
superb say uper,5
good a,5
bad aap bad service mat karna kabhi bhi rapido main kaam,1
very good app,5
rapido caption aap tik Nahi hai our costember hamse jayda batimizi karta hai our rapido koyi ection Nahi leti our rapido Ka rate BHI bahut Kam hai,1
pls clear my problem,5
very bad experience fro amount,1
Good option for ride always,5
rapido 1 very very bad,1
"The company gives you orders for the ride but does not take any responsibility for their user misbehaviour. A Rapido user intentionally can take out the helmet near a Traffic Police Camera surveillance and you will only know this when you receive challan notice and Rapido never does anything against the user and behaves rudely with you, they never listen to you and never take any responsibility. Be careful about this. These guys are just sitting in their room and you are on the road.",1
are Bittu chalane bahut achcha lag raha hai,5
worust app in customer service is no helpful,1
always useful,5
good,5
nice,5
worst worst,1
best,5
super,5
good,5
NICE APP,5
❤️,5
"Rapido customer care does not talk properly with drivers, and Rapido also does not pay the cancellation fee. This is completely third-class service from Rapido.",1
help less,1
nice one,5
pls send updated app link,5
good,5
super 😊,5
"on parcel orders , they say no commision charged / 100% payment is yours , but either on the same day or very next day they charge access fee as disguise of commission, i.e. misleading , i can take legal action for it too पार्सल ऑर्डर पर वे कहते हैं कि कोई कमीशन नहीं लिया जाएगा / 100% भुगतान आपका होगा, लेकिन उसी दिन या अगले ही दिन वे कमीशन के नाम पर एक्सेस फीस वसूल लेते हैं, यानी गुमराह करने वाला व्यवहार। मैं इसके लिए कानूनी कार्रवाई भी कर सकता हूँ।",1
low auto fare company not respond any autos driver problem,1
Nice 👍,5
earning slow subscription Lene per bhi company ride per commission katati hai company ko charges banana chahie,1
"No response from the support, I have created the ticket around 20 times but no acknowledgement they only close the ticket after 2 hrs without replies. It is almost 10 days and documents are under verification since that time.",1
Mera repdo laisens so nahi kar raha hei,5
nice 👍🏻,5
worst app not giving ride more then 2v2 hours. pls improve you so cold app,1
my profile still under verification I am disappointment but I called many times service team birthday no one responsive me,1
good,5
super but commission rate romba over 17%,5
faltu service hain driver se kuch galti na hone pr bhi 24hr ka suspension laga dete hain,1
right Sahi kijiye,5
very worst app,1
very good,5
Best hai app,5
bahut achcha,5
Dear Rapido jo customer Rider ko tip deta hai wo kyu add nahi hota hai zomato swiggy ke app Jaise show hota hai waise Rapido app me bhi show hona chaiye,2
excellent,5
nise app,5
chor h,1
very low rate card and food oder support is very bad service,1
बहुत ज्यादा पैसा ले रहा है,5
good 😊👍👍,5
good jobs,5
very bad service,1
nice,5
"why the rto is catching us an giving us the fine of 10000 if i got a fine then who is responsible the company should pay the fine amount,Caught by RTO on a live ride and fined ₹10,000. Bike taxis are banned here but the app is still running. Rapido must help with the fine amount or stop services in this area to protect riders.",1
good,5
veri good aplication,5
good,5
yes yes 5 star,5
nice,5
ಡ್ರೈವರ್ ಗಳ ಬಗ್ಗೆ ಕಾಳಜಿ ವಹಿಸದ ಕಂಪನಿ ನಂಬರ್ ಒನ್ ಫ್ರಾಡ್ ಕಂಪನಿ ಕಾರು ಚಾಲಕರು ಮತ್ತು ಆಟೋ ಚಾಲಕರ ಜೀವನದ ಮೇಲೆ ಬರೆ ಎಳೆಯುವ ಕಂಪನಿ ಯಾರು ಇದನ್ನು ಡೌನ್ಲೋಡ್ ಮಾಡಬೇಡಿ,1
Bad app for driver I used rapido captain 7 years approx 15000 rides complets not join rapido😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1
network of this app is not so good,1
good 😊😊,5
best expirance,5
good day app,5
super,5
good,5
fraud,1
mene aaj 267rs ki ride uthayi 29km or usme inhone 62 commission kaat liya koi logic nhi h coustomer care pr call kro toh vo apne attitude me rhte hai or id suspended kr dete hai yhi haal h rapido ka,1
very bad app,1
please help to 0 commission subscription apply,5
my app not updated plzz reply sir,5
Bed Experience Repido Captain not Satisfied.Captain se daba Ke Comission leta he un hak marta hai captain ko koi service nahin Mil paati Hai isase vah naraj hokar bahut problem mein a jata Hai unse kamai bhi nahin kar pata hai aur unka hak maarta Hai har time unka suspend kar deta manmarji karta hai. inse achcha Uber ola thik hai jo kam commission leta hai,1
i am not able to upload my driving license,2
good,4
👍,5
nice,5
good,5
good,5
ok,5
very good cab service,5
super app,5
"Anyone who is downloading this app or thinking of downloading it, I would say don't download it 70% of the customers on this app are fake. This app gives better performance to the rider ID even after cancellation by the customer and also eats money. so don't install this app",1
fake app driving fare com,1
good,5
Good To Earn Money. Thank You Founders.,5
good,5
good,5
👍,5
Abhi Raat Ke 3:30 Baj rahe hain maine Ek ride pic Karke drop Ki Hai jismein Ki customer Ne Mere Sath bahut badtamiji ki aur mere ko pair ka koi bhi Paisa nahin diya is vajah Se Maine raat ko rapidon ko call lagaya aur rapido wale bolate Hain Ki Hamari Koi responsibility Nahin Hai yah hai rapido ki service ham Rider bhaiyon ko Lekar bhai Hamen apni safety Khud rakhni hai yah sirf customer ko Lekar responsible hai Ham rideron Ko Lekar Nahin bakwas service,1
best app rapido but subscription plan hi charges,5
good,5
froad Hai company ride mein 500 show honge aur milnge 300 isse uninstall karo sabhi driver bhai,1
"The app is generally good, but I have a few suggestions to improve the navigation experience for Captains: * Auto-Follow Map: While the pickup location map works well, the map often gets stuck during the drop-off phase. I have to manually re-center it repeatedly. Please update the map to automatically follow the vehicle's movement so I can see the route in real-time.",5
my experience is good,4
"accepting orders became impossible, it won't be in the screen not for a second, it's disappear in a blink of an eye. became too worst, earlier I didn't get any problem, the price is not that disappointed but accepting the order became impossible and push me to drive for another platforms",1
good app,5
wow,5
"why taking so much time for verification and it was not verified , I'm uploaded all my documents tooooo",1
very worst customer service,1
Good 👍 apps,5
excellent 👍,5
RTO WALE FINE MAR RAHE HAI 10000 HAJAR KA FINE KA PAISA KON DEGA COMPANY YA DRIVER DEGA,1
super,5
"There is a lot of kilometer change in Rapido. If you drive more kilometers, the price will not be as per that and if you drive less, the price will be less than what it is.",1
I wanna say thank you,5
good,5
good. job,5
one of west app service of caller no one clear answer from them,1
nice 👍,4
document verification pending from long time,1
very bad experience with rapido,1
uncomfortable ride |,1
"thanks for this app, its bring me food on my table daily 🙏🏼",5
uncomfortable ride,1
డ్రైవర్స్ కి నాదో విన్నపం rapido లో drive చేయవద్దు వాడు చూపించిన amount కంటే తక్కువ ఇస్తున్నాడు వాడు చెప్పిన రూట్ లో వెళ్ళలేదు అని ఒక చోట రోడ్ క్లోజ్ ఉంది వేరే రూట్ లో వెళ్ళాలి అయినా వాడు రాపిడో వాడు 95 rs కి 77 ఇచ్చాడు అదే నేను ఎక్కువ దూరం పోతే ఎక్కువ ఇవ్వరు అంట ఎంత వరకు కరెక్ట్ డ్రైవర్ లు ఆలోచించండి కస్టమర్ కేర్ కి కాల్ చేస్తే వాడు అంతే నడిపితే నడుపు లేదంటే rapido లో drive చేయవద్దు అంటున్నాడు,1
Call supporter not getting proper response I have almost always received inappropriate but polite responses,1
very good,5
good,5
very bad,1
very super good app,5
cheap,1
verygood,5
ऑटो ड्राइवर का खून चूस रहा हैरिपीट,1
bekar rabido,1
good job,5
THE VERY BAD SARVICE.. RAPIDO NEVER SLOVE THE DRIVER'S PROBLEMS RAPIDO CEO SHAME ON U AND UMYOUR SARVICE SEE ALL DRIVERS PROBLEMS FARE NOT 🚫👎 IMPROVEMENT EMI 💰GAS ⛽ 😔.. VERY BAD CONDITION ALL AUTO BROTHER'S SO WEKUP AND CHANGE THE FARE AND FALLOW THE RULES,1
Aggregator app based company not provided better stragic rate Card For auto driver.we face high financial problems. Please update the stragic rate Card for auto driver. per km minimum 25 rupees.,1
very bad,1
"too much deduction, no getting charges if the customer cancelled the ride. unhelpful customer care. low price rides.",2
rapido wale bahut kam amount de rahe hain kyon aise Ham driveron Ko Jaison hai na bahut takleef ho rahi hai customer ko saulat de rahe hain driver ko nuksan driver Ko taklif Ho Rahi Hai Magar amount nahin badh Raha Hai,1
nice,5
very bad,1
very bad rapido captain very low price margin change your red card price,1
low fares,1
"rapido biggest robbery from public, capitans",1
very bad,1
very good app,5
monthy income in this app is very low and rates are giving very very bad,1
rate sudharo,1
it does not show drop location,1
"Commission - 15% + govt taxes 15% approx - you end up losing 30%!! Plus, pick up point of customer location is not paid for 2km, so you don't even get paid for going to pick up the customer if he is less than 2 kms in radius. Rest is petrol expenses and depreciation of the vehicle. You end up working for nothing. Plus riding in cities like Mumbai is just hectic and with such low earnings, not sustainable at all for long term Earnings per km rs 3-4 after d above deductions! Calculate & check!",1
ek company chor hai Jo bahut commission khati hai usko koi join nahin karna bhaiya aapse vinati hai ki company chor company yah bahut commission khati hai,5
good app for earning income,5
"worse support system ever. I been using both customer and captian account with same number. it was working completely fine. one day i reset the phone and it gave me error""maximum device limit reach"" for the captian app. now without login how can I logout? there not even any option there? and where the hell is my account active? i literally reset my phone. and u can't even use help or customer support cuz u need to login for that. even their email doesn't work. even their email don't work.",1
safe and secure,5
rapido is bakwas application 🤮🤮🤮🤮,1
Veer Bad,1
very nice,4
"Food orders have reduced a lot since bike taxi started, earnings have also reduced, looks like I will have to join Swiggy",1
Only local local Order long distance order not Accepted,5
Voice assistant has stopped working after the update. Already rapido has become illegal and now this issue. it becomes very difficult to navigate with mobile in pocket. cannot keep mobile on dashboard due to 10k rs fine.,2
this application is very poor,1
bad app no customer no support bad app,1
"nice one, good service",5
good survice,5
good,5
very nice,5
बिलकुल बेकार कम्पनी है,1
good,5
good experience,5
Super,5
not working,4
nice,5
nice,5
MY DL AND PROFILE PICTURE SHOW UNDER VERIFICATION SLOVE THE PROBLEM AND ACTIVE MY ACCOUNT,1
"In Rapido, for a Toto (auto rickshaw), one only gets 120 rupees for 12 km."" The user is likely commenting on the low earnings or the fare structure for a 12 km auto ride booked through the Rapido platform, suggesting that the amount (₹120) is perceived as low for that distance. Based on general fare information, this rate is indeed on the lower end compared to some standard government-approved auto fares in various Indian cities, which often range from ₹10 to ₹18 per kilometer after a base",1
Commission is too HIGH and tax deduction is more than other platforms. Actual earnings is very low compared to others. Fare and Kilometers are not shown at The Trip Request. All we are driving for company's profit only.... Subscription plans are also available for limited rides.... More costly than others,1
aap is good for earning but the problem is I'm not getting food delivery orders from more than 40 days,4
"Rapido is banned in Karnataka, and operating bike taxis here is illegal. Despite this, your app continues to promote advertisements such as ‘Become a Rapido Captain’ with 0% commission, which is clearly misleading. Even after knowing the legal restrictions, you are still allowing riders to operate, and you are charging a fixed commission from us on every ride, which is completely unfair. Because of this, we face constant harassment and problems from auto drivers how irresponsible ur",1
poor location system,1
very bead,1
very bad express,1
good jop good paiment,5
I was unable to upload my rc i forgot to upload my rc and I try again but 2nd time I'm unable to upload my rc like 4 days,1
ID verification hi ho rahi hai 25 din Se 24 ghante ka time de rakha hai 😂,1
my documents not verify for 10 days what the appp,1
"I have to suggestion to please launch the rapido captain app on iOS as well,so that we can work easily from a single device and use the app smoothly on iphones.",5
app is consuming much more data please solve the issue,2
very useful apps,5
Good,5
best 😘,5
nice,5
👍,5
worst app,1
good,5
good,5
good,5
very bad 😞,1
0 compition offer rapido note order but no o compition pack rapido back to back order cheater rapido,1
plz show ride fare for booking not show ride fare why,1
hay rapido sir Meri aapse request hai app language mein Gujarati language add Karen please aapse request hai,5
good,5
long waiting,1
good aap,5
good for part time job,5
"know Rapido was Cheating Auto Rickshaws Driver's. They give Long Pickup and low payment And even they take 20per day. If Some Customer cancel on Pickup Location then Cancelation Fee not Give and our performances was Drop. And Now we ask them Cancelation Fee then they say if your eligible then you get and So many wrong location and wrong Payment s why Rapido doing this to Auto Rickshaws Drivers.....? Our Vehicle, our Mobile, Our Sim, Our Currency, Our Time But they Getting everything Why.....?Stu",1
sabse bekaar location hai pathankot ki...edhar k log fake I'd bna k froud ride book karte hai..or ferr customer ki ride accept Karo usko lene jaao ferr ride cancel Kar dete hai....bekar hai pathankot location .or Jo fake I'd bna k ride book krke ride cancel karte hai,1
nice,5
worst customer service even the ai won't reply you back such a big company and this kind of service that's why Indian brand don't succeed my worst experience with any brand losers,1
rate Boht kam he,1
not response rapido dhokha karta,1
less amount for driver high commission,1
"parcel delivery was not active ,I don't know how to activate this",1
good,5
SUBSCRIPTION PLANS AUTOMATICALLY DEACTIVATING AND NO PROPER UPDATE FROM CUSTOMER CARE,1
my id at suscription plan is not show very bad app and commision charge is very high,2
can not accept ride because of too much low time 2-3 second,1
Rapido chor hai,1
Ghatiya aplication hai cancellation charges nahi dete,1
chor company h,1
Prahlad nagar,5
not support customer care executives,1
bekar ki hai ye aap 😡😡😡😡😡,1
ok,5
wast app,1
Very bad App . captains are disturbed due to regular suspension and low rating penalties . which is not in captain hand . All people are not same . You means captain request to customers after less income that please give me Good rating. what type of this service. Captain work pickup and drop . nothing else. One side you say part time and other side you suspend the ID . Very Bad .,1
bad experience lo earning,1
super,5
easy to use and very effective,5
Super,5
very bad customer support,1
five star rating,5
Nice app's,5
not getting logged in its showing under process from last 5 days,1
Never change 🤦🏻‍♂️,1
Rapido cut a lot of commision!! for 25-35 it will cut 10 rupees for 35-50 it will cut 15 rupees for 50-70 It will cut 25 rupees and a lot but now I am using uber which cuts very minimum amount not more than 7 rupees for 80-100 rupees rides. so my advice for you all is use Uber. rapido is earning more than the captains. No money is left after giving you a lot of commissions,1
nice all the times,4
so awesome 👍,4
good earing,5
i love it',5
not for good,1
Had worst experience with Rapido Auto today. Captain dropped at a different location and far from actual drop point,1
I m new user my old no. deactivate 7 months before and I want to be registered as a captain but my documents rejected all times. I m try to contact customer support or nearest office but no nearest office and no customer contact.,1
helpfull for daily earning,5
driving licence verification me kitna time lagta hai na hi photo upload ho rhi hai kesi rapido hai,1
good,5
Rapido wale hamara khud ka paisa bhi nhi deti chor hai rapido wale apne sabhi driver bhaiya se yahi bolunga jab payment lo to rapido ke secner pr na le apne pursnal scener pr karwaye,1
best app,5
chor app,1
my location narasaraopeta I'm in Auto driver at Rapido captain narasaraopeta Rapido price is very low plz increase money price,1
third class app,1
NICE APP,5
very good,5
repido captain higtlows rate,1
Sabse bekar rapido hai personal experience he sabse kam price petrol bhi nhi nikalta he ise chlakr koi bhi rapido captain app mt use kro😡😡😡😠froud rapido,1
your service is not perfect,1
excellent,5
very bed,1
fraud company benco,1
only customer support not for cab driver,1
♥️,5
company is high commission charges driver and passenger not a beneficial,1
better,5
customer ke liye jyada friendly hai or riders ko pareshan karti hai kabhi Main Kara to rate badha Diya kabhi Main Kara to rahte ghata Diya ek din rapido Apne ant ki or jarur jaenge,1
nic,5
not ordered in my app in rapido,1
super 💯,5
"My bro's DL and profile is still showing under verification, please let me know how much time it will take to complete the verification. Also, I have uploaded an incorrect profile picture by mistake, which I need to change but there is no option to change/add profile picture. Requesting you to please resolve these issues asap, so I can process further. I have already raised two tickets from last two days but there no proper response from your end neither resolving the issue. It is very poor",1
"amar account open hoche na,,,,,your caption account deactivate,,,,,bolche ,,,,,ami customar care a mail kore hoyrani hoye galam,,,,customer care theke kau phone korlo na ba maill korlo na,,,,,a tai hoyrani hoye galam,,,,,,,,,ba ke customer care survis,,,,,😀😀😀😀👏👏👏👏🙏🏻🙏🏻🙏🏻",1
App not work,4
very bad aplication,1
"bad application, navigation is extremely bad, company policies are not for captains. they use them as per their convenience, support teams are extremely unprofessional and frustrated all the time.",1
"सब टैक्सी ड्राइवर भाइयों को नमस्कार, रैपिडो 30 km का ₹500 देता है याद रखो याह 16.5₹/km से ज्यादा कभी नहीं देगा बड़े राइड में, ऐप में हमेशा दिक्कत रहती है| अगर ग्राहक देना भी चाहे तो भी या उससे नहीं लेंगे ₹20/km मुंबई की गर्मी में🥵",1
very good very good,5
Worst App,1
good and so nice hard working,5
bohat paisa kat ta hain,5
highest earning,5
ओके ओके,5
very bad tum ret nahi dete ho,1
"I'm trying to change the mobile number since 5 days, It is still not changed, and the customer care executives have no process knowledge.",1
best app but 70% ritrun ride not found,5
very bad service not acceptable duty,1
Apne manmarji ke rate Hain Jo government rate hai vah ye nahin de rahe competition ke chakkar mein driveroo ka shoshan kar rahe driver ki koi safety -0 start,1
ek bhi bdi ride nhi deta h ek ride ke liye 1 ghante wait karta h,1
worst customer support,1
best earning,5
less order amount or order show nagpur City,2
रैपिडो सबसे बेकार ऐप है राइडर के लिए क्योंकि बेचारे अपने राइडर भाई दिन रात मेहनत करके रैपिडो को जिस ऊंचाई पर पहुंचाया रैपिडो आज उनके साथ बिल्कुल उल्टा कर रहा है मतलब राइडर भाइयों को गिराने में कोई कसर नहीं छोड़ रही पहले तो ये कंपनी बोलती हैं कि आप हमारा 0% कमीशन कूपन लो जिससे आपको कोई एक्स्ट्रा पैसा ना लगे पर जैसे भाई राइड खत्म हो जाती ये लोग अपनी औकात दिखा देते हैं कमीशन काट के ओर बोलते ये गवर्मेंट को जा रहा है पैसा तुम लोग हमसे कमा रहे हो बाइक हमारी मोबाइल हमारा मेहनत हमारी ओर कमाओ खाली तुमwah,1
there is no cancellation charges so many times asking,4
good,5
don't do rapido instead of rapido choose other apps rapido taking high commission support team is very poor if the coustomer cancels the ride it effects on our performance.,1
"Low Income & High Commission: Drivers report low payouts, high commissions (e.g., 20%), and lack of incentives. Poor Support: Difficulty getting timely or effective help from Rapido's support team for issues like order cancellations or payment problems. Operational Problems: Issues with ride reassignment, unfair penalties, and lack of support for vehicle maintenance. overall very very bed experience in repido captain application.",1
গ্রামীণ এলাকায় এগুলো চালু নয় এই জন্য app টি আমার কাছে ভালো নয়,1
very bad fear,1
thank,5
Worse fare than other apps,2
good app for earning more,5
good👍 rapido,5
not proper Google map kilometre running if vehicle is stop not proper shows kilometre payment is too low charging 19 rs per day wrost Google map showing long route always,5
rapido comison bhot leti jise ki kam Krna muskil hora adhi kamai comission m chali jati adhi petrol bachta sirf 300.400 he kya fayda h aisa kam ka company khun chus re h humara,1
"rating wala option customer ko sahi se dikhna chahiye, kuchh customers payment kar dene ke baad rating wala option yaad hi nahi rakhte rating se rides pe effect nahi padna chahiye rating sab hadbadi me dete hai koi koi lady ko to pata hi nahi hota, ride experience ke hisab se har koi rating nahi karta bad rating karne wale se confirm karna chahiye ki sahi me kaisi ride rahi, achhe riders ka moral tutta hai pure customer based system",1
frod ha bhaiyo,1
horobel experience,1
nice,5
good,5
low ride is rapido,5
good,5
chor company hai ye,1
good srives,5
provides good service and good rates to both riders and drivers and customer care osm ..,5
ok,5
good,2
XLent,5
best costomer,5
bahut kam paisa denelaggaya hey Or 15 km ke 115 bataraha Or usme se 8rs commission leliya humko mila kya. bahut jyada paisa katraha hey. recharge bhi bahut mehanga hey. humari mehnat Kaha gayi or petrolkaha gaya ye rapido ko nahi dekhta. bahut bekar app hey,1
please check my problem in undar verification dokument,1
bekar bohut zyada mere pass swift Dzire gadi hai but usme service kya diye he ye log cab non ac only matlb sedan car leke non ac ki ride Krna inko call support pe bat Kiya toh inke employee bolte hai sir eligible nhi he aapki car mene bola bhi aap sedan ki service add kijiye toh bolte hai humse na ho paega are toh kar kya rahe ho vaha beth ke aap log,1
Very helpful and supportive app for getting good fares,5
veryyy badd experience aap is always not running only fake charges 🤧🤧🤧,1
best income app,5
bhut acha he,5
good,5
captain ki koi help nhi krta na koi support esly 1 Star otherwise mai to 0 ⭐ deta,1
every time I need to upload the bike RC and wait for approval. can you please add the option or list like uber. so that we can select the bike which we are riding of the day. due to this we can save time and ride the selected bike easily....,2
best app,5
very bed,1
how to showing rapido routes less km roberry money bike capgain,1
very good 👍,5
supar,5
comission bhot zayada he or bilkul kamai nahi he har roz rate card change kar rahe he or har bar pese kam hote he,2
super,5
good,5
bike jo oders girta hai usse hme pata n chalta customer kaha lejana hota hai hm rapido aagrah karte hai. ki e problem bki sudhar kiya jae plz,5
👍🙂,5
"Rapido jaise gatia app and usse bhi jada uski team gatia h. Rapido app m rider kamayega kaise subscription itna mehnga kar kar diya h and earnings ki bhi limit set kar di h. Hum log pagal h jo ki petrol bhi hmm phooke, mehnat bhi hmm kare or paise ye company kamayegi. Ye company hmm majdoor logo ka khoon choose rahi h mere dosto aise kaam karke ghar nhi chal payega. Mai sabhi riders s bolna chahunga Boycott Rapido App. Agar aaj hum apni awaj nhi uthaenge to ye company apni manmani karti rahegi",1
service zero not any kind of response from rapido after so many companies not able to handle this apk,1
not helping for any problem driver,1
more devlope in this aap,5
चोर है l,2
10k ka chalan lagla ahe majhya bike var ajun tumhi chalan bharla nahi tumhi kadhi pasun bole hote Aamhi chalan भरतो म्हणून mag ajun ka nahi bharla. 80 दिवस zale ajun tumchya kadun chalan bharla gela nahi ahe,1
no support for driver,1
super,5
v good,5
"My DL and profile is still showing under verification, please let me know how much time it will take to complete the verification. Also, I have uploaded an incorrect profile picture by mistake, which I need to change but there is no option to change/add profile picture. Requesting you to please resolve these issues asap, so I can process further. I have already raised two tickets from last two days but there no proper response from your end neither resolving the issue. It is very poor service",1
"price is too low hamesha boost ride bajti hai. daily platform fee bhi 41₹ ka hai jo ki bohot jyada hai. and rides jo bhi aati hai. dekhne ko bhi nhi milti , turant chali jati hai. , or one more thing riders ki ratting . agar rider cancel karta hai to kam hoti hai. jo ki jayas hai but customer cancel karti hai us time bhi kam hoti hai. pickup km ka payment nhi aata . 6-7₹ km milta hai. or night fare 11 bje start hota hai.",1
2ride pe 3 hajar 3 pe 5 hajar petrol ka paisa tera baap dega,1
rate card is low,1
good,5
commission is too high,5
worst,1
"need some updares require 1,photo update 2,mobike number update, 3,ringtones",4
bad AAP,1
very nice app,5
good 👍,5
good service,5
This Is Wrost AAP very Poor Money Don't Install On This Aap,1
good,5
firod repido captain,1
don't use this application because they are given 5 to 8 rupaye par km or 15 percent commission and other taxes so don't use it this application plz chose another application like blinkit ola or uber type of but don't use this we are not a bounded lebour,1
rapido is showing food is ready but at the restaurant they didn't prepare the food I am loosing my waiting time charges,1
ok,5
ride nhi milti hai jab dekh jab bolte hai slow network problem and 3 km ki ride ke reta card me 19 par km but 3.4 km km 14 diye,1
good service this app.,5
Good,5
good,5
I have great experience with this app. The interface is clean . You can see pick up and drop up distances of the customer . But the orderes come very quickly and you have to accept very quickly . This is a bit problem..,5
"Very bad app and customer feedback is very bad, Booking is not provided in this app but daily fee is also deducted. Who should not use ಅಪ್ಲಿಕೇಶನ್ ತುಂಬಾ ಕೆಟ್ಟದಾಗಿದೆ ಮತ್ತು ಗ್ರಾಹಕರ ಪ್ರತಿಕ್ರಿಯೆ ತುಂಬಾ ಕೆಟ್ಟದಾಗಿದೆ, ಈ ಅಪ್ಲಿಕೇಶನ್‌ನಲ್ಲಿ ಬುಕಿಂಗ್ ಅನ್ನು ಒದಗಿಸಲಾಗಿಲ್ಲ ಆದರೆ ದೈನಂದಿನ ಶುಲ್ಕವನ್ನು ಸಹ ಕಡಿತಗೊಳಿಸಲಾಗುತ್ತದೆ. ಯಾರು ಬಳಸಬಾರದು",1
Less orders not showing orders plz fix sir,1
bakvaas h loot rahe h ye laakho logo ko isse ache Uber or ola h,1
thanks my problem solved,5
no proper map navigation 😞,1
great,5
"My application not working with in 1 month, only show dL verification panding. need help",1
rapido was fully Good,5
good,5
super 😍,5
good,5
after update the price of fare doesn't showing,1
good,5
rate nhi deta,1
ok,5
nice,4
carry bad aap,1
all good 👍,5
best,5
super,5
excellent 👌🏽,5
u update app bcz not use rapido captain app but ride is coming but show amount???? in my phone,4
today is facing so many issues please fixit in rapido captain app and some update issue also fix ASAP,5
very bad koi mt chalna,1
rate show nhi hota,1
customer doing fake ride call and canceling it.s effect on profamence,5
very bad at service,1
For the last one month it is showing verification under process but still I didn't get any update. Whenever I used to raise a ticket my ticket automatically got closed. I am using rapido captain from 2021 and for the first time while updating my number I am facing this issue. seriously now rapido becomes lazy.,1
good app,5
Good,5
good,5
app dis best,5
low service v bad,1
thank you,5
money come per kilometre 18 rupees 16 rupees 15 rupees,1
ret kam h,1
good,5
good app easy to use,5
good 👍,5
osm,5
more Xtra charge,1
good,5
nice,5
Need to Update Price and Distance Km in Bike /Bike Metro and other orders. sometimes I have stuck and there is no ride we have to return 20/30 km without any ride .. this is total loss.,1
good service,5
"good 👍 jobs Rapido,,",5
very bad for driver is low,1
very bad experience,1
worest service,1
fraud app,1
100% waste app,1
good earning,5
now best platform for earning ola bus uski sari uthao gys aur rapido ignore maro,1
bakvas app jada benifit nahi hai zat bhar ka paisa milta hai usmai bhi in log ke charges commission km rate bhi kam kadha majduri hai pura ground mai aake kam karke dekho,1
Acha,1
rapido is worst 420 number one worst app,2
Good,5
super 👍👍👍,5
very good,5
good base,5
low earnings Commission and gst is high why i ride bike for rapido no perpose meaningless. Earn commission from costumers not from captain. 10 km ride onlr 60 rupees captain going 10 km and less 50 rupees take in poket not good.,1
please do something with boost system recharge is highly expensive,5
super,5
I have uoploaded my license it still showing me after n hour is in verification,1
good,5
very bad experience my last working 2020 and open application in 2025 and i check my wallet balance showing -500 why? but support team not answer properly Today i delete my rapido captain application and use another application Thanks rapido 🙏,1
repido me camisan jayda he🤔🤔🤔,1
worst application subscription is higher in a month 10x at same income,1
good 😊,5
very nice,5
there is no value of bike rider,1
wrong pickup locations and wrong road map long destination pickups so it's waste app,1
good,5
where is the rapido customer support office in delhi,5
excellent,5
west frod app,1
customer complaint karne per captain ki Koi sunvaee nahin Hoti Hai aur waiting bhi gira Di jaati Hai driver ke liye bahut hi bekar service hai aur caption support team Koi support nahin karte,1
this platform is not good for new captain rapido captain platform given any order example given30 rupees in one trip platform charger commission all about cut in 9.60 rupees taken app this not good 4 and 5 rupees are right,1
very low rate card company given 3 km 15 rs and cut 3 rs as commission or tax very sad how to work,1
thank you,4
My vehicle number and permit still showing under verification 😠😠😠😠,1
Good app,5
3rd class rate of km,1
rate thik nahi ahe rto ni dilele rate nahi det,2
worst,1
worst app i have ever used. full of bugs.,1
"I paid 200 rs to start food delivery option and I was told I will get 500 rs after completing 50 orders. after completing 50 orders no cashback and when I select option to track progress it gives error, no help from customer service team also.",2
verry useful App thank you sir 🙏❤️‍🔥,5
rapido app is very good and safti but bike taxi close rapido company,5
very 👍,5
very bad customer support services,1
fraud hai rapido maine subscription plan liya hai fir bhi commission deduct hota hai. customer care ko call kiya to bolte hai company ke marji se chalta hai sab. third class customer service.,1
very bad,1
Nice App and Good Support. Drawback is Mobile Battery getting drain quick and for long rides while returning back there are no rides. Kindly Need more Rides. Thank You,5
farod company only 80=parsant farod ride repido ko bhi band karna chahiye belu samrat ki thar farod company h today ride 14km time 112 minutes no add axtra time money castomar sarvice very bad sarvice 100 parsant farod,1
1. रेट थोड़ा ज्यादा होना चाहिए । 2.1मिनट तक कैंसिल कर सकते हैं उसके बाद कैंसिल करने पर पेनल्टी लगाओ। क्योंकि हमें भी परेशानी होती है जब लोकेशन पर पहुंच जाने पर कैंसिल होता है।,2
worst app if customer didn't want the order what am I supposed to do customer support cancelled the order now rapido gave me penalty 550 worst means worst not going work again in rapido,1
worest app,1
nice,5
low Earnings Very Low Rate,1
good,5
waste,1
very good app,5
awesome,5
"what is the criteria for subscription plans I don't see it , how many rides or how many days I need to wait to see it.please explain criteria to be fulfilled to see subscription plan in account?",1
price badhai price bataiye,4
fare for driver is very poor,1
reat bahut kam kar diya petrol jala ke raider ko kuch nahi bachta,1
very nice good work,4
good app,5
scam,1
shame on you rapido 😡😡🤬,1
good,5
bahut acha kami ka sadan h,5
ye drivers ke sath fraud krta he ise download na kren,1
good 👍,5
bad service bogas company,1
best app,5
super 💯,5
if rider do as part time job and and don't want to reveal so rider privacy improve your app to before accepting show customer name so they can decide 1st choose customer by name,1
nice app,5
no communication support team,1
ghatiya,1
OK,5
very bad 😞,1
